Age,Attrition,BusinessTravel,Department,DistanceFromHome,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
45,No,Non-Travel,Sales,26,1612,Male,2,Sales Executive,1,Married,4385,No,15,1,10,3,10,7,4
31,No,Travel_Frequently,Sales,2,1613,Male,2,Sales Executive,1,Single,5332,No,13,0,10,3,5,2,0
36,No,Travel_Rarely,Research & Development,12,1614,Female,2,Manufacturing Director,3,Married,4663,Yes,12,2,7,3,3,2,1
34,No,Travel_Frequently,Research & Development,10,1615,Male,2,Manufacturing Director,4,Divorced,4724,No,13,1,9,3,9,7,7
49,No,Travel_Rarely,Research & Development,25,1617,Female,1,Laboratory Technician,1,Married,3211,No,14,1,10,2,9,6,1
39,No,Travel_Rarely,Research & Development,10,1618,Male,2,Manufacturing Director,1,Married,5377,No,13,3,10,3,7,7,7
27,No,Travel_Rarely,Research & Development,19,1619,Male,1,Laboratory Technician,1,Divorced,4066,No,11,2,7,3,7,7,0
35,No,Travel_Rarely,Research & Development,18,1621,Male,2,Research Scientist,1,Married,5208,No,11,0,16,3,16,15,1
28,No,Travel_Rarely,Research & Development,27,1622,Female,2,Manufacturing Director,1,Divorced,4877,No,21,1,6,2,5,3,0
21,No,Travel_Rarely,Research & Development,5,1623,Male,1,Research Scientist,4,Single,3117,No,18,0,3,3,2,2,2
18,Yes,Travel_Frequently,Sales,3,1624,Female,1,Sales Representative,4,Single,1569,Yes,12,0,0,4,0,0,0
47,No,Travel_Rarely,Human Resources,26,1625,Female,5,Manager,3,Married,19658,No,11,1,27,3,5,2,1
39,No,Travel_Rarely,Research & Development,3,1627,Male,2,Laboratory Technician,3,Divorced,3069,No,15,1,11,3,10,8,0
40,No,Travel_Rarely,Research & Development,15,1628,Female,3,Manufacturing Director,3,Married,10435,No,13,2,18,3,18,15,14
35,No,Non-Travel,Research & Development,8,1630,Female,2,Healthcare Representative,3,Married,4148,No,12,1,15,3,14,11,2
37,No,Travel_Rarely,Research & Development,19,1631,Male,2,Manufacturing Director,3,Married,5768,No,17,3,9,2,4,3,0
39,No,Travel_Frequently,Research & Development,4,1633,Female,2,Manufacturing Director,3,Single,5042,No,13,0,10,1,9,2,3
45,No,Travel_Rarely,Research & Development,2,1635,Female,2,Manufacturing Director,4,Divorced,5770,No,19,2,10,3,10,7,3
38,No,Travel_Rarely,Research & Development,2,1638,Female,3,Manufacturing Director,3,Married,7756,Yes,19,1,10,4,5,4,0
35,Yes,Travel_Rarely,Sales,10,1639,Male,3,Sales Executive,1,Married,10306,No,17,0,15,3,13,12,6
37,No,Travel_Rarely,Research & Development,10,1640,Female,1,Research Scientist,2,Married,3936,No,11,1,8,1,8,4,7
40,No,Travel_Rarely,Research & Development,16,1641,Female,3,Manufacturing Director,4,Single,7945,Yes,15,0,18,2,4,2,3
44,No,Travel_Frequently,Human Resources,1,1642,Male,2,Human Resources,4,Married,5743,Yes,11,0,14,3,10,7,0
48,No,Travel_Frequently,Research & Development,4,1644,Male,4,Manager,4,Married,15202,No,25,1,23,3,2,2,2
35,Yes,Travel_Rarely,Sales,15,1645,Male,2,Sales Executive,4,Divorced,5440,Yes,14,2,7,2,2,2,2
24,No,Travel_Frequently,Research & Development,2,1646,Female,1,Research Scientist,4,Single,3760,Yes,13,0,6,3,6,3,1
27,No,Travel_Rarely,Research & Development,8,1647,Female,1,Research Scientist,3,Married,3517,No,17,0,5,3,3,2,0
27,No,Travel_Frequently,Research & Development,2,1648,Male,1,Research Scientist,4,Single,2580,No,13,0,6,2,4,2,1
40,Yes,Travel_Rarely,Research & Development,7,1649,Male,1,Laboratory Technician,1,Single,2166,Yes,14,0,10,1,4,2,0
29,No,Travel_Rarely,Sales,10,1650,Male,2,Sales Executive,3,Single,5869,No,11,0,8,3,5,2,1
36,No,Travel_Rarely,Research & Development,5,1651,Female,3,Healthcare Representative,1,Married,8008,No,12,2,9,3,3,2,0
25,No,Travel_Frequently,Research & Development,2,1653,Male,2,Manufacturing Director,3,Divorced,5206,No,17,2,7,3,7,7,0
39,No,Travel_Rarely,Research & Development,12,1654,Male,2,Manufacturing Director,2,Married,5295,No,21,0,7,3,5,4,1
49,No,Travel_Rarely,Research & Development,22,1655,Female,4,Research Director,2,Married,16413,No,16,2,27,3,4,2,1
50,No,Travel_Rarely,Research & Development,17,1656,Female,3,Research Director,1,Divorced,13269,No,15,3,19,3,14,11,1
20,No,Travel_Rarely,Sales,2,1657,Female,1,Sales Representative,3,Single,2783,No,19,0,2,3,2,2,2
34,No,Travel_Rarely,Research & Development,3,1658,Female,2,Research Scientist,2,Divorced,5433,No,12,1,11,3,11,8,7
36,No,Travel_Rarely,Research & Development,7,1659,Male,1,Laboratory Technician,2,Single,2013,No,11,0,15,3,4,3,1
49,No,Travel_Rarely,Research & Development,6,1661,Female,4,Healthcare Representative,3,Married,13966,Yes,19,1,30,3,15,11,2
36,No,Non-Travel,Research & Development,1,1662,Female,2,Manufacturing Director,3,Married,4374,No,15,0,4,3,3,2,1
36,No,Travel_Rarely,Research & Development,3,1664,Male,2,Healthcare Representative,1,Divorced,6842,No,20,1,13,3,5,4,0
54,No,Travel_Rarely,Research & Development,22,1665,Female,4,Manager,3,Married,17426,No,25,1,36,3,10,8,4
43,No,Travel_Rarely,Research & Development,15,1666,Male,4,Research Director,3,Married,17603,No,24,1,14,3,14,10,6
35,Yes,Travel_Frequently,Sales,12,1667,Male,2,Sales Executive,4,Single,4581,Yes,24,0,13,4,11,9,6
38,No,Travel_Frequently,Research & Development,1,1668,Male,2,Research Scientist,4,Married,4735,No,15,2,19,4,13,11,2
29,No,Travel_Rarely,Sales,5,1669,Male,2,Sales Executive,2,Divorced,4187,Yes,13,1,10,2,10,0,0
33,No,Travel_Rarely,Sales,2,1670,Male,2,Sales Executive,4,Divorced,5505,No,14,2,6,3,6,2,0
32,No,Travel_Rarely,Research & Development,2,1671,Male,2,Research Scientist,2,Divorced,5470,No,13,2,10,2,9,5,1
31,No,Travel_Rarely,Sales,5,1673,Female,2,Sales Executive,4,Married,5476,No,11,2,10,3,10,0,0
49,No,Travel_Rarely,Research & Development,16,1674,Female,1,Laboratory Technician,1,Divorced,2587,Yes,16,1,17,2,2,2,2
38,No,Travel_Frequently,Research & Development,2,1675,Female,1,Laboratory Technician,2,Single,2440,No,22,0,4,3,4,3,3
47,No,Travel_Rarely,Sales,2,1676,Female,4,Manager,2,Divorced,15972,No,14,3,29,3,3,2,1
49,No,Travel_Rarely,Research & Development,1,1677,Male,4,Manager,3,Single,15379,No,14,0,23,3,8,7,0
41,No,Travel_Rarely,Sales,23,1678,Male,3,Sales Executive,3,Single,7082,Yes,16,0,21,3,2,0,0
20,No,Travel_Rarely,Sales,9,1680,Male,1,Sales Representative,1,Single,2728,No,11,0,2,3,2,2,0
33,No,Non-Travel,Sales,16,1681,Female,2,Sales Executive,4,Divorced,5368,Yes,25,1,7,3,6,5,1
36,No,Travel_Rarely,Research & Development,26,1682,Male,2,Healthcare Representative,3,Married,5347,No,14,2,10,2,3,2,0
44,No,Travel_Rarely,Human Resources,1,1683,Female,1,Human Resources,4,Divorced,3195,Yes,18,3,8,3,2,2,2
23,Yes,Travel_Rarely,Research & Development,8,1684,Male,1,Laboratory Technician,3,Single,3989,Yes,11,0,5,3,5,4,1
38,No,Travel_Rarely,Research & Development,4,1687,Female,1,Laboratory Technician,3,Married,3306,No,19,1,7,2,0,0,0
53,No,Travel_Rarely,Research & Development,24,1689,Male,3,Healthcare Representative,4,Married,7005,No,15,0,11,3,4,3,1
48,Yes,Travel_Frequently,Sales,7,1691,Female,1,Sales Representative,3,Married,2655,Yes,11,2,19,3,9,7,7
32,Yes,Travel_Rarely,Research & Development,2,1692,Male,1,Laboratory Technician,2,Single,1393,No,12,0,1,3,1,0,0
26,No,Non-Travel,Research & Development,7,1693,Male,1,Laboratory Technician,4,Single,2570,No,20,0,7,3,7,7,5
55,No,Travel_Rarely,Research & Development,22,1694,Male,1,Research Scientist,2,Divorced,3537,No,12,1,8,3,4,2,1
34,No,Travel_Rarely,Research & Development,5,1696,Male,2,Laboratory Technician,4,Married,3986,No,14,1,15,4,15,10,4
60,No,Travel_Rarely,Research & Development,1,1697,Male,3,Healthcare Representative,4,Divorced,10883,No,20,1,19,4,1,0,0
33,No,Travel_Rarely,Research & Development,21,1698,Male,1,Laboratory Technician,2,Married,2028,No,18,3,14,3,14,11,2
37,No,Travel_Frequently,Sales,1,1700,Male,2,Sales Executive,4,Divorced,9525,No,14,2,6,2,6,3,1
34,No,Travel_Rarely,Research & Development,19,1701,Female,1,Research Scientist,4,Married,2929,No,12,0,10,3,10,9,8
23,Yes,Travel_Rarely,Sales,7,1702,Male,1,Sales Representative,4,Divorced,2275,Yes,21,1,3,3,3,2,0
44,No,Travel_Rarely,Research & Development,2,1703,Female,3,Healthcare Representative,4,Married,7879,Yes,19,1,9,3,8,7,6
35,No,Travel_Frequently,Research & Development,2,1704,Male,1,Research Scientist,4,Single,4930,Yes,14,0,6,4,5,4,1
43,No,Travel_Rarely,Sales,2,1706,Male,2,Sales Executive,4,Married,7847,Yes,17,1,10,3,10,9,8
24,No,Travel_Rarely,Research & Development,9,1707,Male,1,Research Scientist,3,Married,4401,No,16,1,5,3,5,3,0
41,No,Travel_Rarely,Sales,6,1708,Male,3,Sales Executive,3,Single,9241,No,12,0,10,3,10,8,8
29,No,Travel_Rarely,Research & Development,9,1709,Female,1,Laboratory Technician,3,Married,2974,No,17,1,9,3,5,3,1
36,No,Travel_Rarely,Sales,2,1710,Female,2,Sales Representative,4,Single,4502,No,15,0,17,2,13,7,6
45,No,Non-Travel,Research & Development,1,1712,Male,3,Healthcare Representative,3,Married,10748,No,23,1,25,2,23,15,14
24,Yes,Travel_Rarely,Human Resources,22,1714,Male,1,Human Resources,3,Married,1555,No,11,1,1,3,1,0,0
47,Yes,Travel_Frequently,Sales,9,1716,Male,4,Sales Executive,3,Married,12936,No,11,0,25,1,23,5,14
26,No,Travel_Rarely,Research & Development,17,1718,Male,1,Laboratory Technician,3,Married,2305,No,15,3,3,4,3,2,0
45,No,Travel_Rarely,Research & Development,28,1719,Female,4,Research Director,2,Single,16704,No,11,0,21,3,21,6,8
32,No,Travel_Frequently,Research & Development,10,1720,Male,1,Research Scientist,3,Married,3433,No,13,1,10,2,5,2,1
31,No,Travel_Rarely,Research & Development,2,1721,Male,1,Laboratory Technician,3,Married,3477,No,14,1,6,4,5,2,0
41,No,Non-Travel,Human Resources,4,1722,Male,2,Human Resources,2,Married,6430,No,19,1,10,3,3,2,1
40,No,Travel_Rarely,Research & Development,8,1724,Female,2,Manufacturing Director,1,Married,6516,Yes,16,1,18,3,1,0,0
24,No,Travel_Rarely,Research & Development,29,1725,Male,1,Laboratory Technician,1,Divorced,3907,No,13,3,6,4,6,2,1
46,No,Travel_Rarely,Research & Development,13,1727,Male,2,Healthcare Representative,2,Single,5562,No,14,0,19,3,10,7,0
35,No,Travel_Rarely,Research & Development,27,1728,Male,2,Manufacturing Director,3,Married,6883,No,16,1,17,3,7,7,0
30,No,Travel_Rarely,Research & Development,16,1729,Male,1,Research Scientist,4,Married,2862,No,12,1,10,2,10,0,0
47,No,Non-Travel,Sales,2,1731,Male,2,Sales Executive,2,Married,4978,No,11,1,4,1,1,0,0
46,No,Travel_Rarely,Sales,2,1732,Male,3,Sales Executive,4,Divorced,10368,Yes,12,1,13,2,10,6,0
36,Yes,Travel_Rarely,Sales,13,1733,Male,2,Sales Executive,1,Divorced,6134,Yes,13,3,16,3,2,2,2
32,Yes,Travel_Rarely,Sales,1,1734,Male,2,Sales Executive,2,Single,6735,No,15,0,10,3,0,0,0
23,No,Travel_Rarely,Research & Development,4,1735,Female,1,Laboratory Technician,2,Single,3295,No,13,0,3,1,3,2,1
31,No,Travel_Frequently,Research & Development,24,1736,Female,2,Manufacturing Director,4,Single,5238,No,20,0,9,2,5,4,1
39,No,Non-Travel,Research & Development,1,1737,Male,2,Laboratory Technician,4,Married,6472,Yes,15,1,9,3,9,8,5
32,No,Travel_Rarely,Sales,19,1739,Male,3,Sales Executive,3,Married,9610,No,13,1,10,1,4,3,0
40,No,Travel_Rarely,Sales,7,1740,Male,5,Manager,2,Single,19833,No,14,0,21,2,21,8,12
45,No,Travel_Rarely,Human Resources,4,1744,Female,3,Human Resources,3,Married,9756,No,21,2,9,4,5,0,0
30,No,Travel_Frequently,Research & Development,2,1745,Female,1,Research Scientist,1,Single,4968,No,16,0,10,3,9,7,0
24,No,Travel_Frequently,Human Resources,10,1746,Male,1,Human Resources,4,Married,2145,No,14,1,3,3,2,2,2
30,Yes,Travel_Frequently,Human Resources,8,1747,Female,1,Human Resources,4,Divorced,2180,No,11,1,6,2,4,2,1
31,No,Travel_Rarely,Sales,5,1749,Male,2,Sales Executive,3,Married,8346,No,19,1,6,3,5,2,0
27,No,Travel_Rarely,Research & Development,8,1751,Female,1,Research Scientist,4,Single,3445,No,11,0,6,2,6,2,1
29,Yes,Travel_Rarely,Sales,9,1752,Female,1,Sales Representative,2,Single,2760,No,13,0,2,3,2,2,2
29,No,Travel_Frequently,Research & Development,1,1753,Male,2,Healthcare Representative,3,Single,6294,Yes,12,0,10,4,3,2,0
30,No,Travel_Rarely,Sales,15,1754,Male,3,Sales Executive,1,Divorced,7140,No,11,1,12,3,7,7,1
34,No,Travel_Rarely,Research & Development,2,1755,Male,1,Research Scientist,4,Married,2932,Yes,14,3,6,3,5,0,1
33,No,Non-Travel,Sales,2,1756,Female,2,Sales Executive,2,Single,5147,No,15,0,13,2,11,7,1
49,No,Travel_Rarely,Sales,11,1757,Female,2,Sales Executive,4,Single,4507,No,12,0,8,4,5,1,0
33,Yes,Travel_Rarely,Sales,16,1758,Female,3,Sales Executive,1,Single,8564,Yes,20,0,11,2,0,0,0
38,No,Travel_Frequently,Research & Development,2,1760,Female,1,Laboratory Technician,2,Married,2468,No,14,1,9,2,6,1,0
31,Yes,Travel_Rarely,Sales,16,1761,Male,3,Sales Executive,3,Married,8161,No,13,3,10,3,1,0,0
29,No,Travel_Rarely,Research & Development,4,1762,Female,1,Research Scientist,1,Divorced,2109,No,13,1,1,3,1,0,0
30,No,Travel_Rarely,Research & Development,16,1763,Male,2,Healthcare Representative,3,Married,5294,No,16,1,10,3,7,0,1
32,No,Non-Travel,Research & Development,5,1764,Male,1,Research Scientist,2,Single,2718,No,14,0,12,3,7,7,0
38,No,Travel_Rarely,Research & Development,18,1766,Male,2,Healthcare Representative,4,Married,5811,Yes,16,1,15,3,1,0,1
43,Yes,Travel_Frequently,Research & Development,17,1767,Male,1,Research Scientist,3,Married,2437,Yes,16,1,6,3,1,0,0
42,No,Travel_Rarely,Research & Development,12,1768,Male,1,Laboratory Technician,2,Divorced,2766,No,22,3,7,2,5,3,0
55,No,Travel_Rarely,Research & Development,2,1770,Male,5,Research Director,1,Married,19038,No,12,3,34,3,1,0,0
33,No,Non-Travel,Research & Development,4,1771,Male,2,Research Scientist,2,Divorced,3055,No,15,2,11,2,9,8,1
41,No,Travel_Rarely,Research & Development,9,1772,Male,1,Laboratory Technician,1,Divorced,2289,No,20,2,5,3,5,3,0
34,No,Non-Travel,Sales,10,1774,Male,2,Sales Executive,3,Divorced,4001,Yes,14,1,15,3,15,14,0
53,No,Non-Travel,Research & Development,1,1775,Female,4,Manufacturing Director,3,Married,12965,Yes,20,3,27,2,3,2,0
43,No,Travel_Rarely,Human Resources,2,1778,Male,1,Human Resources,4,Single,3539,No,13,0,10,3,9,7,1
34,No,Travel_Rarely,Sales,3,1779,Female,2,Sales Executive,4,Single,6029,No,12,0,6,3,2,2,2
21,Yes,Travel_Rarely,Sales,7,1780,Male,1,Sales Representative,2,Single,2679,No,13,0,1,3,1,0,1
38,No,Travel_Rarely,Research & Development,6,1782,Female,1,Laboratory Technician,3,Married,3702,No,11,1,5,3,5,4,0
22,Yes,Travel_Rarely,Research & Development,8,1783,Female,1,Laboratory Technician,1,Married,2398,Yes,17,0,1,3,1,0,0
31,No,Travel_Rarely,Sales,29,1784,Female,2,Sales Executive,4,Married,5468,No,14,2,13,3,12,7,5
51,No,Travel_Rarely,Research & Development,3,1786,Female,3,Manager,3,Married,13116,No,11,0,15,3,2,2,2
37,No,Travel_Rarely,Sales,9,1787,Male,2,Sales Executive,2,Married,4189,No,14,2,5,3,5,2,0
46,No,Travel_Rarely,Research & Development,2,1789,Male,5,Research Director,4,Divorced,19328,Yes,17,1,24,3,2,1,2
36,No,Travel_Rarely,Research & Development,10,1790,Male,3,Healthcare Representative,1,Married,8321,Yes,13,1,15,3,12,8,5
44,Yes,Travel_Frequently,Research & Development,1,1792,Male,1,Research Scientist,2,Divorced,2342,Yes,12,3,6,2,5,3,2
37,No,Travel_Rarely,Human Resources,8,1794,Male,2,Human Resources,2,Divorced,4071,No,13,0,19,2,10,0,4
35,Yes,Travel_Rarely,Sales,27,1797,Male,2,Sales Executive,4,Single,5813,Yes,18,0,10,3,10,7,7
33,No,Travel_Rarely,Research & Development,8,1798,Male,1,Research Scientist,1,Married,3143,No,19,1,14,3,10,8,7
28,No,Travel_Rarely,Research & Development,1,1799,Male,1,Research Scientist,4,Married,2044,No,11,1,5,4,5,3,0
39,No,Travel_Rarely,Research & Development,10,1800,Male,3,Research Director,3,Single,13464,No,21,0,9,3,4,3,2
46,No,Non-Travel,Sales,26,1801,Male,2,Sales Executive,2,Single,7991,No,15,0,6,3,2,2,2
40,No,Travel_Rarely,Research & Development,2,1802,Female,1,Laboratory Technician,1,Married,3377,No,17,1,7,2,4,3,0
42,No,Travel_Rarely,Research & Development,13,1803,Male,2,Healthcare Representative,1,Married,5538,No,18,2,10,2,0,0,0
35,No,Non-Travel,Research & Development,2,1804,Male,2,Manufacturing Director,4,Divorced,5762,No,14,1,15,3,7,7,1
38,No,Non-Travel,Human Resources,2,1805,Male,1,Human Resources,2,Divorced,2592,No,13,3,13,3,11,10,3
34,Yes,Travel_Frequently,Research & Development,9,1807,Male,2,Laboratory Technician,1,Married,5346,No,17,1,11,2,7,1,0
37,Yes,Travel_Rarely,Research & Development,10,1809,Male,2,Manufacturing Director,1,Single,4213,No,15,0,10,1,10,3,0
39,No,Travel_Frequently,Sales,20,1812,Male,2,Sales Executive,4,Divorced,4127,No,18,1,7,3,2,1,2
43,No,Non-Travel,Research & Development,9,1813,Male,1,Research Scientist,3,Single,2438,No,13,0,7,2,3,2,1
41,No,Travel_Rarely,Research & Development,5,1814,Male,2,Healthcare Representative,2,Single,6870,No,12,0,11,1,3,2,1
41,No,Travel_Rarely,Sales,4,1815,Female,3,Sales Executive,3,Divorced,10447,Yes,13,1,23,4,22,14,13
30,No,Travel_Rarely,Research & Development,10,1816,Female,3,Manufacturing Director,3,Single,9667,No,14,0,9,3,7,7,0
26,Yes,Travel_Rarely,Human Resources,20,1818,Female,1,Human Resources,2,Married,2148,Yes,11,0,6,3,5,1,1
46,Yes,Travel_Rarely,Research & Development,21,1821,Female,2,Healthcare Representative,2,Married,8926,No,22,1,13,4,9,7,3
40,No,Travel_Rarely,Research & Development,1,1822,Female,2,Healthcare Representative,4,Divorced,6513,No,17,1,12,3,5,3,0
34,No,Travel_Rarely,Sales,8,1823,Male,2,Sales Executive,3,Married,6799,No,21,2,10,3,10,8,4
58,No,Non-Travel,Sales,2,1824,Male,4,Manager,2,Divorced,16291,No,22,1,37,2,16,9,14
35,No,Travel_Rarely,Research & Development,23,1826,Male,1,Laboratory Technician,3,Married,2705,No,16,1,6,4,5,4,0
47,No,Travel_Rarely,Research & Development,4,1827,Female,3,Manufacturing Director,2,Divorced,10333,Yes,12,1,28,3,22,11,14
40,No,Travel_Rarely,Research & Development,12,1829,Female,2,Healthcare Representative,1,Divorced,4448,No,12,1,15,3,7,4,7
54,No,Travel_Rarely,Research & Development,7,1830,Female,2,Research Scientist,4,Married,6854,No,15,1,14,2,7,1,1
31,No,Travel_Frequently,Sales,7,1833,Female,3,Sales Executive,1,Married,9637,No,14,2,9,3,3,2,2
28,No,Travel_Rarely,Research & Development,1,1834,Female,1,Research Scientist,1,Married,3591,No,25,1,3,3,3,2,1
38,No,Travel_Rarely,Sales,2,1835,Female,2,Sales Representative,4,Married,5405,Yes,20,2,20,2,4,2,0
26,No,Travel_Rarely,Sales,10,1836,Male,2,Sales Executive,4,Single,4684,No,13,0,5,3,5,3,1
58,No,Travel_Frequently,Research & Development,15,1837,Male,4,Research Director,3,Married,15787,Yes,14,0,23,3,2,2,2
18,No,Non-Travel,Research & Development,14,1839,Female,1,Research Scientist,3,Single,1514,No,16,0,0,1,0,0,0
31,Yes,Travel_Rarely,Human Resources,18,1842,Male,1,Human Resources,1,Married,2956,No,17,0,2,3,1,0,0
29,Yes,Travel_Rarely,Human Resources,13,1844,Male,1,Human Resources,1,Divorced,2335,Yes,15,3,4,3,2,2,2
45,No,Non-Travel,Sales,2,1845,Female,2,Sales Executive,3,Married,5154,No,22,2,10,4,8,7,5
36,No,Travel_Rarely,Research & Development,2,1847,Female,2,Research Scientist,2,Married,6962,Yes,22,1,15,3,1,0,0
43,No,Travel_Frequently,Sales,2,1849,Male,2,Sales Executive,4,Married,5675,No,20,1,7,3,7,7,7
27,No,Travel_Frequently,Research & Development,5,1850,Female,1,Laboratory Technician,4,Single,2379,Yes,14,0,6,2,5,4,0
29,No,Travel_Frequently,Research & Development,20,1852,Male,1,Laboratory Technician,4,Married,3812,No,13,0,11,4,11,8,3
32,No,Travel_Frequently,Sales,10,1853,Male,2,Sales Executive,4,Single,4648,No,13,0,4,4,0,0,0
42,No,Non-Travel,Research & Development,10,1854,Male,1,Research Scientist,3,Married,2936,No,22,2,10,2,6,3,3
47,No,Travel_Rarely,Research & Development,9,1856,Female,1,Laboratory Technician,3,Single,2105,No,12,0,7,3,2,2,2
46,No,Travel_Rarely,Research & Development,2,1857,Male,3,Manufacturing Director,4,Divorced,8578,No,14,1,12,2,9,8,4
28,No,Non-Travel,Human Resources,1,1858,Male,1,Human Resources,4,Divorced,2706,No,15,1,3,3,3,2,2
29,No,Travel_Rarely,Research & Development,29,1859,Male,2,Healthcare Representative,3,Divorced,6384,No,17,2,11,3,7,0,1
42,No,Travel_Rarely,Research & Development,8,1860,Male,1,Laboratory Technician,3,Single,3968,No,13,0,8,3,0,0,0
32,Yes,Travel_Rarely,Sales,2,1862,Male,2,Sales Executive,2,Single,9907,Yes,12,0,7,2,2,2,2
46,No,Travel_Rarely,Sales,3,1863,Female,4,Sales Executive,1,Divorced,13225,No,12,1,25,3,19,17,2
27,No,Travel_Rarely,Sales,23,1864,Female,2,Sales Representative,3,Married,3540,No,21,1,9,3,9,8,5
29,No,Travel_Rarely,Human Resources,6,1865,Male,1,Human Resources,2,Married,2804,No,11,0,1,3,1,0,0
43,No,Travel_Rarely,Research & Development,6,1866,Female,5,Manager,3,Married,19392,No,13,0,21,3,16,12,6
48,No,Travel_Rarely,Research & Development,10,1867,Male,5,Research Director,2,Married,19665,No,12,0,29,3,22,10,12
29,Yes,Travel_Frequently,Research & Development,24,1868,Male,1,Research Scientist,4,Single,2439,Yes,24,0,1,2,1,0,1
46,Yes,Travel_Rarely,Sales,10,1869,Female,3,Sales Executive,2,Married,7314,No,21,3,14,3,8,7,0
27,No,Travel_Frequently,Research & Development,15,1870,Female,1,Research Scientist,1,Married,4774,No,19,1,8,2,7,6,7
39,No,Travel_Rarely,Research & Development,19,1871,Male,2,Research Scientist,4,Divorced,3902,No,14,3,7,3,2,2,2
55,No,Travel_Rarely,Research & Development,2,1873,Male,1,Research Scientist,4,Married,2662,No,20,1,19,4,5,2,0
28,No,Travel_Rarely,Sales,3,1875,Female,1,Sales Representative,2,Married,2856,No,19,1,1,3,1,0,0
30,Yes,Travel_Rarely,Sales,9,1876,Male,1,Sales Representative,4,Single,1081,No,13,0,1,2,1,0,0
22,Yes,Travel_Rarely,Research & Development,7,1878,Male,1,Research Scientist,2,Single,2472,Yes,23,0,1,3,1,0,0
36,No,Travel_Rarely,Sales,10,1880,Female,2,Sales Executive,3,Married,5673,Yes,13,1,10,3,10,9,1
31,No,Travel_Rarely,Research & Development,20,1881,Male,2,Laboratory Technician,3,Divorced,4197,No,11,1,10,3,10,8,0
34,No,Travel_Rarely,Sales,4,1882,Male,3,Sales Executive,4,Married,9713,Yes,13,3,9,3,5,3,1
29,No,Travel_Rarely,Research & Development,7,1883,Male,1,Laboratory Technician,1,Single,2062,No,14,0,11,3,3,2,1
37,No,Travel_Rarely,Research & Development,7,1885,Male,2,Research Scientist,1,Married,4284,Yes,22,1,16,3,5,3,0
35,No,Travel_Rarely,Research & Development,16,1886,Female,2,Manufacturing Director,2,Married,4788,Yes,11,0,4,3,3,2,0
45,No,Travel_Rarely,Research & Development,25,1888,Female,2,Manufacturing Director,4,Married,5906,No,13,2,10,2,9,8,3
36,No,Travel_Frequently,Human Resources,2,1890,Male,2,Human Resources,4,Single,3886,No,21,0,10,2,10,1,0
40,No,Travel_Rarely,Research & Development,1,1892,Male,4,Manager,1,Divorced,16823,No,11,1,22,3,19,7,11
26,No,Travel_Rarely,Research & Development,1,1893,Female,1,Research Scientist,3,Married,2933,Yes,13,1,1,2,1,0,1
27,No,Travel_Rarely,Sales,2,1898,Female,2,Sales Executive,3,Single,6500,No,14,0,9,2,8,7,0
48,No,Travel_Frequently,Research & Development,22,1900,Female,4,Manager,4,Divorced,17174,No,11,1,24,3,22,17,4
44,No,Travel_Rarely,Research & Development,1,1903,Male,2,Healthcare Representative,1,Married,5033,No,15,1,10,3,2,0,2
34,Yes,Non-Travel,Research & Development,16,1905,Male,1,Research Scientist,1,Married,2307,Yes,23,1,5,3,5,2,3
56,Yes,Travel_Rarely,Research & Development,24,1907,Male,1,Laboratory Technician,4,Single,2587,No,16,0,5,3,4,2,1
36,No,Travel_Rarely,Sales,17,1908,Male,2,Sales Executive,2,Married,5507,No,16,2,12,1,4,2,1
41,No,Travel_Rarely,Sales,8,1909,Female,2,Sales Executive,2,Married,4393,No,21,1,14,3,5,4,1
42,No,Travel_Rarely,Research & Development,6,1911,Male,3,Research Director,1,Married,13348,No,13,1,18,4,13,7,5
31,No,Travel_Rarely,Sales,10,1912,Female,2,Sales Executive,4,Divorced,6583,Yes,11,1,8,3,5,2,1
34,No,Travel_Rarely,Sales,3,1915,Female,2,Sales Executive,4,Married,8103,Yes,12,0,9,2,4,2,0
31,No,Travel_Rarely,Research & Development,4,1916,Female,1,Laboratory Technician,3,Divorced,3978,No,12,1,4,2,2,2,2
26,No,Travel_Frequently,Research & Development,6,1918,Male,1,Laboratory Technician,4,Married,2544,No,18,1,8,3,7,7,7
45,No,Travel_Frequently,Research & Development,1,1922,Male,2,Healthcare Representative,3,Single,5399,No,12,0,12,3,4,2,0
33,No,Travel_Rarely,Sales,10,1924,Male,2,Sales Executive,3,Single,5487,No,14,0,10,2,10,4,0
28,No,Travel_Frequently,Sales,1,1927,Male,2,Sales Executive,4,Married,6834,Yes,12,1,7,3,7,7,0
29,Yes,Travel_Frequently,Sales,24,1928,Male,1,Sales Representative,1,Single,1091,No,17,0,1,3,1,0,0
39,No,Non-Travel,Sales,21,1929,Female,2,Sales Executive,3,Married,5736,No,19,1,10,3,3,2,1
27,No,Travel_Rarely,Research & Development,2,1931,Male,1,Research Scientist,2,Married,2226,No,11,1,6,2,5,3,1
34,No,Travel_Frequently,Research & Development,22,1932,Male,2,Research Scientist,4,Married,5747,Yes,15,0,16,3,15,10,6
28,Yes,Travel_Rarely,Sales,13,1933,Female,2,Sales Executive,3,Single,9854,Yes,11,0,6,3,2,0,2
